Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Гол+Пас,спорт-бар,Кафе; Бары,"улица Кенесары, 65",цокольный этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+05:00,4.6,219,87782443862,87172329912,,golpas@golpas.com,,http://golpas.cafe,,https://instagram.com/golpas_sportbars,,,https://wa.me/77782443862,,,,,,51.168,71.441823,https://2gis.com/firm/70000001021562867,branch
Панаехали,бар,Кафе; Бары,"улица Кенесары, 46",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 14:00-04:00; Вт: 14:00-04:00; Ср: 14:00-04:00; Чт: 14:00-04:00; Пт: 14:00-04:00; Сб: 14:00-04:00; Вс: 14:00-04:00,+05:00,4.3,628,87004646465,,,,,,,https://instagram.com/panaehali_kenesary__46,,,https://wa.me/77004646465,,,,,,51.166311,71.436626,https://2gis.com/firm/70000001046136413,branch
Biscuit,,Кафе; Бары,"улица Шамши Калдаяков, 13",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.2,204,87011999944,,,,,,,https://instagram.com/biscuit.pastry,,,https://wa.me/77011999944,,,,,,51.118359,71.46563,https://2gis.com/firm/70000001050210649,branch
Лепим и варим,пельменная,Кафе; Доставка готовых блюд,"проспект Туран, 37",3 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.8,361,87071807400,,,,,http://lepimivarim.ru,,https://instagram.com/lepimivarim_kz,,,https://wa.me/77071807400,,,,,,51.132313,71.403156,https://2gis.com/firm/70000001068514638,branch
MukBang,,Кафе,"улица Кенжебек Кумисбеков, 2",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+05:00,4.0,134,87011925222,,,,,,,https://instagram.com/mukbang_food_kz,,,https://wa.me/77011925222,,,,,,51.162549,71.401536,https://2gis.com/firm/70000001083302305,branch
Панаехали,бар,Кафе; Бары; Караоке-залы,"улица Александр Бараев, 11",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 14:00-05:00; Вт: 14:00-05:00; Ср: 14:00-05:00; Чт: 14:00-05:00; Пт: 14:00-05:00; Сб: 14:00-05:00; Вс: 14:00-05:00,+05:00,4.3,1807,87021105555,,,,,,,https://instagram.com/panaehali_baraeva,,,https://wa.me/77021105555,,,,,,51.157565,71.435368,https://2gis.com/firm/70000001038086441,branch
IFTAR,халяльное кафе,Кафе; Доставка готовых блюд,"Жусупбек Аймауытова улица, 8/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.2,321,87789026666 (кафе),87780783033 (служба доставки),,,,http://iftar.2gis.biz,,https://instagram.com/iftar_kafe,,,https://wa.me/77780783033,https://wa.me/77083575967,,,,,51.175576,71.432887,https://2gis.com/firm/70000001038430538,branch
PIZZA HOUSE,пиццерия,Кафе; Пиццерии; Доставка готовых блюд,"улица Сарайшык, 6",1-2 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.6,27,87780030080,,,shop@pizzahouse.kz,,http://www.pizzahouse.kz,,https://instagram.com/pizzahouse_kz,,,https://wa.me/77754424779,,,,,,51.134735,71.419345,https://2gis.com/firm/70000001081672640,branch
 Люди cafè & bar,,Кафе; Бары,"проспект Туран, 22/1",1 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 14:00-02:00; Вс: 14:00-02:00,+05:00,4.2,45,87779110060,,,,,,,https://instagram.com/ludiastana,,,https://wa.me/77779110060,,,,https://t.me/+77779110060,,51.140722,71.411512,https://2gis.com/firm/70000001080448425,branch
Точка еды,,Кафе; Доставка готовых блюд,"улица Евгения Брусиловского, 3/3",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,+05:00,4.7,85,87474584671,,,,,,,https://instagram.com/edy.tochka,,,https://wa.me/77474584671,,,,,,51.160694,71.454847,https://2gis.com/firm/70000001080879344,branch
Sherbet.kz,чайхана,Кафе; Доставка готовых блюд,"улица Григория Потанина, 3",2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+05:00,4.1,62,87777724442,,,,,,,https://instagram.com/sherbet.kz,,,https://wa.me/77777724442,,,,,,51.182842,71.402713,https://2gis.com/firm/70000001034874700,branch
Biryuza,,Кафе; Доставка готовых блюд; Бары,"улица Щорса, 12/2",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 13:00-01:00; Вт: 13:00-01:00; Ср: 13:00-01:00; Чт: 13:00-01:00; Пт: 13:00-02:00; Сб: 14:00-02:00; Вс: 13:00-24:00,+05:00,4.9,135,87070290378,,,,,,,https://instagram.com/biryuza_astana,,,https://wa.me/77070290378,,,,,,51.172086,71.400116,https://2gis.com/firm/70000001075243493,branch
Шашлычок,кафе,Кафе; Быстрое питание; Доставка готовых блюд,"проспект Нургиса Тлендиева, 15/5",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,748,87009005900 (служба доставки),,,kaminurka@mail.ru,,http://shashlychok.kz,,https://instagram.com/shashlychok01,,,https://wa.me/77477829898,,,,,,51.180467,71.375895,https://2gis.com/firm/70000001063768104,branch
Dara ,,Кафе; Доставка готовых блюд,"улица Динмухамед Конаев, 12/1",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.0,70,87753240177,,,,,,,https://instagram.com/dara_kafe,,,https://wa.me/77753240177,,,,,,51.129355,71.428043,https://2gis.com/firm/70000001083967035,branch
Friends,лаундж-бар,Кафе; Бары,"улица Шамши Калдаяков, 1",цокольный этаж; ВП: 1,,,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00,+05:00,4.4,23,87018478058 (служба бронирования),,,,,,,,,,https://wa.me/77018478058,,,,,,51.119319,71.456215,https://2gis.com/firm/70000001066216008,branch
Мико,кафе,Кафе,"проспект Женис, 67","цокольный, 2, 3 этаж",,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.1,634,87780012161,,,,,,,https://instagram.com/miko_kafe_astana,,,https://wa.me/77780012161,,,,,,51.185368,71.407155,https://2gis.com/firm/70000001075470864,branch
Sushiwoman.kz,,Кафе; Суши-бары,"проспект Кабанбай батыр, 7/2",2 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.6,505,87750524040,,,,,,,https://instagram.com/sushiwoman_kz,,,https://wa.me/77750524040,,,,,,51.144034,71.415993,https://2gis.com/firm/70000001050591158,branch
Центр плова,,Кафе,"Альмукан Сембинов улица, 11/2",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.0,104,87172569697,87786582942,,,,,,https://instagram.com/centerplova.astana,,,https://wa.me/77786582942,,,,,,51.171146,71.45105,https://2gis.com/firm/70000001027756634,branch
Додо Пицца,пиццерия,Кафе; Пиццерии; Быстрое питание; Доставка готовых блюд,"улица Сыганак, 60/5",2 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.2,459,87719444004 (единый номер клиентской поддержки и приема заказов),,,feedback@dodopizza.kz,,http://dodopizza.onelink.me/G5bV/2gis,,https://instagram.com/dodopizza_astana,,https://vk.com/dodoastana,,,,,,,51.121587,71.426538,https://2gis.com/firm/70000001040380476,branch
Khan El-Khalili,,Кафе; Бары; Доставка готовых блюд,"улица Динмухамед Конаев, 14/1",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-02:00,+05:00,4.5,216,87007770030,87780016315,,,,,,https://instagram.com/khan_el_khalili_ast,,,https://wa.me/77007770030,,,,,,51.129525,71.435027,https://2gis.com/firm/70000001023701056,branch
Double,бар,Кафе; Бары,"улица Керей-Жанибек хандар, 22",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 17:00-01:00; Вт: 17:00-01:00; Ср: 17:00-01:00; Чт: 17:00-01:00; Пт: 17:00-01:00; Сб: 17:00-01:00; Вс: 17:00-01:00,+05:00,4.4,20,87472403019,,,,,,,https://instagram.com/doublebar_ast,,,https://wa.me/77472403019,,,,,,51.111758,71.427026,https://2gis.com/firm/70000001034689713,branch
Lemon cafe,,Кафе,"проспект Тауелсиздик, 34",3 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.6,14,87013274783,,,,,,,,,,https://wa.me/77013274783,,,,,,51.140212,71.465231,https://2gis.com/firm/70000001086707005,branch
Хмельная Мельница,,Кафе; Бары; Доставка готовых блюд,"улица Касым Аманжолов, 32/1",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 15:00-02:00; Вт: 15:00-02:00; Ср: 15:00-02:00; Чт: 15:00-03:00; Пт: 15:00-03:00; Сб: 15:00-03:00; Вс: 15:00-01:00,+05:00,4.0,57,87010656777 (служба доставки),87172303213,,,,http://hmel-melnica.kamiqr.com/menu/1?type=for_order,,https://instagram.com/hmelnaya_melnitsa,,,https://wa.me/77010656777,,,,,,51.125097,71.476777,https://2gis.com/firm/70000001019773385,branch
ПельMEN,семейное кафе,Кафе; Доставка готовых блюд; Продукты быстрого приготовления,"улица Шолпан Иманбаевой, 8",цокольный этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.4,877,87475810993,,,,,http://pelmen.kamiqr.com/menu/1?type=for_order,,https://instagram.com/pelmen_express,,,https://wa.me/77475810993,,,,,,51.162228,71.435586,https://2gis.com/firm/70000001021447212,branch
Restobar №14,,Кафе; Доставка готовых блюд; Бары,"улица Шолпан Иманбаевой, 7г",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-24:00,+05:00,4.3,246,87081116755,,,,,,,https://instagram.com/restobar_14,,,https://wa.me/77081116755,,,,,,51.162758,71.434406,https://2gis.com/firm/70000001047207865,branch
Dak Kko Dak,кафе корейской кухни,Кафе,"улица Кенесары, 24",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+05:00,4.2,393,87019353939,,,,,http://www.dakkodak.com/,,https://instagram.com/dakkkodak_official_kz,,,https://wa.me/77019353939,,,,,,51.164099,71.417835,https://2gis.com/firm/70000001053019554,branch
​Shashlyk Pub,,Кафе; Бары; Доставка готовых блюд,"проспект Мангилик Ел, 53",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-24:00,+05:00,4.8,1286,87789812109,,,,,http://kuula.co/share/collection/7F2ly?logo=-1&card=1&info=0&fs=1&vr=1&zoom=1&gyro=0&initload=0&thumbs=0&inst=ru,,https://instagram.com/shashlyk_pub,,,https://wa.me/77789812109,,,,,,51.092105,71.42491,https://2gis.com/firm/70000001058790403,branch
ШАВЕРМА,ресторан быстрого питания,Кафе; Быстрое питание,"улица Каныш Сатпаев, 29а",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,465,87053699382,,,,,,,https://instagram.com/shaverma.kz,,,https://wa.me/77053699382,,,,,,51.141132,71.475287,https://2gis.com/firm/70000001061322247,branch
Jan sushi,,Кафе; Суши-бары,"проспект Кабанбай батыр, 58Б корпус 3",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.6,301,87066348232,,,,,http://jansushi.kz,,https://instagram.com/jan_sushi,,,https://wa.me/77066348232,,,,,,51.094657,71.407321,https://2gis.com/firm/70000001079184356,branch
Мята Signature,лаундж-бар,Кафе; Бары; Караоке-залы,"улица Кенесары, 67",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-04:00; Сб: 14:00-04:00; Вс: 14:00-02:00,+05:00,4.3,203,87770031515,,,,,,,https://instagram.com/myata_signature_ast,,,https://wa.me/77770031515,,,,,,51.167616,71.442427,https://2gis.com/firm/70000001055511862,branch
Korean street food,кафе корейской кухни,Кафе,"проспект Абая, 46",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+05:00,4.8,1005,87081654952,,,,,http://koreanstreetfood.kz,,https://instagram.com/ksf.astana,,,https://wa.me/77081654952,,,,,,51.169574,71.438333,https://2gis.com/firm/70000001074663048,branch
Grelan,караоке-бар,Кафе; Бары; Караоке-залы,"улица Александр Бараев, 16",,,Жастар м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 13:00-04:00; Вт: 13:00-04:00; Ср: 13:00-04:00; Чт: 13:00-04:00; Пт: 13:00-04:00; Сб: 14:00-04:00; Вс: 14:00-04:00,+05:00,4.8,87,87021980285,,,,,http://grelan.kamiqr.com/menu/indoor-orders/list,,https://instagram.com/grelan_music_bar,,,https://wa.me/77021980285,,,,,,51.158677,71.438994,https://2gis.com/firm/70000001078227810,branch
EXPRESSO LUXURY,,Кафе; Кофейни,"улица Сыганак, 60/5",2 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-22:45; Вт: 10:00-22:45; Ср: 10:00-22:45; Чт: 10:00-22:45; Пт: 10:00-22:45; Сб: 10:00-22:45; Вс: 10:00-22:45,+05:00,4.1,153,87754557654,87015333543,,,,http://expresso-luxury.kamiqr.com/menu/basic,,https://instagram.com/expresso.luxury.ast,,,https://wa.me/77754557654,https://wa.me/77015333543,,,,,51.121587,71.426538,https://2gis.com/firm/70000001052245108,branch
LAVASH Food,,Кафе; Быстрое питание; Доставка готовых блюд; Пиццерии; Суши-бары,"улица Азербайжан Мамбетов, 16",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.4,87,87016566000,87005511000,,,,http://lf.kz,,https://instagram.com/lavash_food_,,,https://wa.me/77016566000,https://wa.me/77005511000,,,,,51.163027,71.423859,https://2gis.com/firm/70000001084017761,branch
